seed,version,eph,per
0,66596,6.0068e-3,6.34299e-2
0,66596,6.0293e-3,6.33777e-2
0,66596,6.1394e-3,6.29746e-2
0,66596,6.0408e-3,8.90701e-2
0,66596,1.13504e-2,8.58135e-2
0,66596,8.506e-3,7.96927e-2
0,66596,1.37954e-2,0.1042727
0,66596,8.5684e-3,6.4123e-2
0,66596,8.4632e-3,8.596e-2
0,66596,1.32546e-2,8.2595e-2
0,66596,7.4335e-3,8.96924e-2
0,66596,6.2593e-3,0.107835
0,66596,6.1348e-3,6.30876e-2
0,66596,9.4848e-3,0.1148132
0,66596,6.2677e-3,9.16934e-2
0,66596,6.1943e-3,9.467e-2
0,66596,6.3129e-3,7.67067e-2
0,66596,1.27285e-2,8.20271e-2
0,66596,6.0077e-3,6.22578e-2
0,86575,1.39415e-2,7.9961e-2
0,86575,8.3345e-3,0.1096712
0,86575,7.8561e-3,0.1066562
0,86575,9.896e-3,0.1053988
0,86575,7.937e-3,0.1076176
0,86575,8.5785e-3,0.1169764
0,86575,1.77314e-2,8.47853e-2
0,86575,8.0374e-3,0.1063238
0,86575,8.0831e-3,7.91665e-2
0,86575,7.9639e-3,9.94804e-2
0,86575,7.7172e-3,0.115404
0,86575,1.54176e-2,9.38255e-2
0,86575,8.052e-3,8.03713e-2
0,86575,8.7624e-3,0.1021297
0,86575,7.9108e-3,7.9034e-2
0,86575,7.9578e-3,9.64316e-2
0,86575,8.034e-3,0.1053562
0,86575,8.3213e-3,8.04259e-2
0,86575,8.0613e-3,7.87866e-2
0,86575,1.57576e-2,0.1018074
0,112548,1.61632e-2,0.1113171
0,112548,2.08764e-2,0.1026742
0,112548,9.9792e-3,9.9019e-2
0,112548,1.00751e-2,9.83335e-2
0,112548,1.018e-2,9.92166e-2
0,112548,1.02936e-2,9.95577e-2
0,112548,1.03853e-2,0.1038266
0,112548,1.06052e-2,9.63731e-2
0,112548,9.9261e-3,9.63325e-2
0,112548,9.6829e-3,9.56371e-2
0,112548,9.8997e-3,0.1251818
0,112548,1.82155e-2,0.1056638
0,112548,1.00782e-2,9.46481e-2
0,112548,1.0243e-2,0.1226471
0,112548,9.8797e-3,9.97628e-2
0,112548,1.01434e-2,0.1276299
0,112548,1.07041e-2,9.75341e-2
0,112548,1.62477e-2,0.1176008
0,112548,9.9194e-3,9.61363e-2
0,112548,1.05355e-2,0.1073082
0,146313,1.37947e-2,0.1146276
0,146313,1.32877e-2,0.1147785
0,146313,1.68209e-2,0.1170141
0,146313,1.34243e-2,0.1158998
0,146313,1.34225e-2,0.1171764
0,146313,1.39272e-2,0.1197079
0,146313,1.33209e-2,0.1180369
0,146313,1.31508e-2,0.1179746
0,146313,1.39395e-2,0.1179368
0,146313,1.30753e-2,0.1259679
0,146313,1.33851e-2,0.1449287
0,146313,1.40429e-2,0.1201006
0,146313,1.67779e-2,0.1234278
0,146313,1.37243e-2,0.1478113
0,146313,1.33572e-2,0.1388313
0,146313,1.89248e-2,0.1208487
0,146313,1.33361e-2,0.1471832
0,146313,1.31581e-2,0.1248483
0,146313,1.34702e-2,0.1172801
0,146313,1.72557e-2,0.1358101
0,190207,1.84703e-2,0.1341139
0,190207,1.89654e-2,0.1366395
0,190207,1.80272e-2,0.1428681
0,190207,1.81595e-2,0.1430981
0,190207,2.95585e-2,0.5994757
0,190207,2.01158e-2,0.1064419
0,190207,2.20529e-2,0.1063019
0,190207,2.19138e-2,0.1557657
0,190207,2.40396e-2,9.57986e-2
0,190207,2.38366e-2,9.66102e-2
0,190207,2.39002e-2,0.1226623
0,190207,1.49337e-2,7.05088e-2
0,190207,1.5392e-2,0.1110212
0,190207,2.85593e-2,0.1315568
0,190207,1.43495e-2,6.24743e-2
0,190207,1.43153e-2,9.89923e-2
0,190207,1.49294e-2,9.81587e-2
0,190207,1.49271e-2,9.7829e-2
0,190207,1.45626e-2,0.1069905
0,190207,1.46915e-2,8.69604e-2
1,1000,5.76e-5,8.138e-4
1,1000,7.91e-5,7.911e-4
1,1000,4.19e-5,3.917e-4
1,1000,4.36e-5,3.211e-4
1,1000,4.36e-5,3.317e-4
1,1000,3.55e-5,2.764e-4
1,1000,3.59e-5,2.741e-4
1,1000,3.3e-5,2.979e-4
1,1000,2.6e-5,2.729e-4
1,1000,2.48e-5,2.624e-4
1,1000,2.53e-5,2.735e-4
1,1000,2.48e-5,3.233e-4
1,1000,3.79e-5,3.406e-4
1,1000,3.45e-5,3.181e-4
1,1000,2.55e-5,3.06e-4
1,1000,2.8e-5,2.533e-4
1,1000,3.43e-5,3.4e-4
1,1000,3.35e-5,3.263e-4
1,1000,3.32e-5,3.412e-4
1,1000,3.33e-5,3.543e-4
1,1300,4.34e-5,6.558e-4
1,1300,6.75e-5,5.888e-4
1,1300,4.97e-5,5.176e-4
1,1300,8.01e-5,7.532e-4
1,1300,1.035e-4,7.469e-4
1,1300,8.58e-5,7.672e-4
1,1300,8.36e-5,7.623e-4
1,1300,8.45e-5,7.706e-4
1,1300,8.85e-5,7.893e-4
1,1300,6.52e-5,4.883e-4
1,1300,7.61e-5,6.29e-4
1,1300,7.89e-5,8.136e-4
1,1300,4.89e-5,4.39e-4
1,1300,4.39e-5,4.542e-4
1,1300,4.95e-5,4.091e-4
1,1300,5.29e-5,4.325e-4
1,1300,5.07e-5,3.808e-4
1,1300,4.66e-5,4.526e-4
1,1300,4.9e-5,4.479e-4
1,1300,5.49e-5,4.214e-4
1,1690,4.73e-5,6.551e-4
1,1690,9.66e-5,6.78e-4
1,1690,5.69e-5,5.751e-4
1,1690,5.37e-5,5.757e-4
1,1690,5.5e-5,5.496e-4
1,1690,5.42e-5,5.698e-4
1,1690,5.39e-5,5.57e-4
1,1690,5.42e-5,5.498e-4
1,1690,5.35e-5,5.502e-4
1,1690,6.78e-5,5.517e-4
1,1690,5.39e-5,5.479e-4
1,1690,5.41e-5,5.492e-4
1,1690,6.65e-5,5.454e-4
1,1690,5.29e-5,6.473e-4
1,1690,9.92e-5,8.148e-4
1,1690,7.17e-5,6.573e-4
1,1690,5.31e-5,5.661e-4
1,1690,5.44e-5,5.59e-4
1,1690,5.36e-5,5.521e-4
1,1690,5.92e-5,5.36e-4
1,2197,8.39e-5,8.938e-4
1,2197,1.306e-4,1.0808e-3
1,2197,1.04e-4,9.805e-4
1,2197,2.272e-4,9.101e-4
1,2197,1.833e-4,7.514e-4
1,2197,1.693e-4,7.633e-4
1,2197,8.43e-5,7.744e-4
1,2197,8.32e-5,7.73e-4
1,2197,8.56e-5,7.205e-4
1,2197,8.43e-5,7.248e-4
1,2197,1.281e-4,7.081e-4
1,2197,8.57e-5,8.792e-4
1,2197,9.55e-5,9.614e-4
1,2197,8.32e-5,8.412e-4
1,2197,7.43e-5,6.97e-4
1,2197,7.19e-5,7.113e-4
1,2197,7.18e-5,6.759e-4
1,2197,6.97e-5,6.761e-4
1,2197,6.88e-5,9.003e-4
1,2197,6.89e-5,7.577e-4
1,2857,8.86e-5,1.7484e-3
1,2857,1.728e-4,1.2814e-3
1,2857,1.126e-4,1.0994e-3
1,2857,9.65e-5,9.988e-4
1,2857,9.13e-5,9.489e-4
1,2857,8.91e-5,9.664e-4
1,2857,1.515e-4,1.4592e-3
1,2857,2.595e-4,1.7156e-3
1,2857,1.891e-4,1.4176e-3
1,2857,1.533e-4,1.0909e-3
1,2857,1.429e-4,1.0574e-3
1,2857,9.08e-5,9.872e-4
1,2857,7.99e-5,9.944e-4
1,2857,8.04e-5,1.0099e-3
1,2857,8.47e-5,9.54e-4
1,2857,8.18e-5,1.3723e-3
1,2857,1.431e-4,1.3869e-3
1,2857,1.424e-4,1.3984e-3
1,2857,1.575e-4,1.6748e-3
1,2857,1.629e-4,1.371e-3
1,3715,1.899e-4,1.9797e-3
1,3715,2.675e-4,1.6919e-3
1,3715,1.873e-4,1.5946e-3
1,3715,1.728e-4,1.4637e-3
1,3715,1.727e-4,1.4342e-3
1,3715,1.759e-4,1.7568e-3
1,3715,2.56e-4,4.4311e-3
1,3715,5.742e-4,2.4071e-3
1,3715,4.82e-4,1.6951e-3
1,3715,1.799e-4,1.4145e-3
1,3715,1.643e-4,1.3535e-3
1,3715,1.631e-4,1.422e-3
1,3715,1.637e-4,1.4686e-3
1,3715,1.726e-4,1.5724e-3
1,3715,3.205e-4,2.2521e-3
1,3715,4.567e-4,2.2191e-3
1,3715,2.313e-4,2.0471e-3
1,3715,2.357e-4,2.0852e-3
1,3715,2.605e-4,1.9558e-3
1,3715,1.945e-4,1.5751e-3
1,4830,1.841e-4,2.946e-3
1,4830,3.309e-4,3.5833e-3
1,4830,3.287e-4,3.2565e-3
1,4830,4.432e-4,2.8052e-3
1,4830,2.951e-4,2.7945e-3
1,4830,2.184e-4,3.5134e-3
1,4830,6.17e-4,3.3632e-3
1,4830,3.613e-4,3.497e-3
1,4830,3.369e-4,3.0815e-3
1,4830,4.413e-4,3.2329e-3
1,4830,3.849e-4,3.8993e-3
1,4830,3.644e-4,3.1333e-3
1,4830,4.17e-4,2.6443e-3
1,4830,2.624e-4,2.7916e-3
1,4830,2.683e-4,3.7542e-3
1,4830,5.453e-4,3.4872e-3
1,4830,3.258e-4,3.1092e-3
1,4830,2.641e-4,2.5244e-3
1,4830,3.01e-4,2.0904e-3
1,4830,2.267e-4,3.4782e-3
1,6279,3.446e-4,4.9422e-3
1,6279,4.268e-4,5.2979e-3
1,6279,4.867e-4,5.6137e-3
1,6279,6.946e-4,5.0492e-3
1,6279,5.155e-4,4.5462e-3
1,6279,4.243e-4,5.3336e-3
1,6279,6.969e-4,4.9891e-3
1,6279,4.233e-4,4.9288e-3
1,6279,4.154e-4,5.7093e-3
1,6279,5.417e-4,5.3001e-3
1,6279,4.425e-4,5.0858e-3
1,6279,6.33e-4,5.7153e-3
1,6279,5.049e-4,5.0618e-3
1,6279,3.863e-4,5.4998e-3
1,6279,6.512e-4,5.6337e-3
1,6279,4.877e-4,5.37e-3
1,6279,3.962e-4,5.4083e-3
1,6279,5.919e-4,5.4027e-3
1,6279,4.775e-4,7.8477e-3
1,6279,1.0151e-3,1.13503e-2
1,8163,9.894e-4,1.39091e-2
1,8163,1.2248e-3,8.3967e-3
1,8163,6.697e-4,7.2552e-3
1,8163,6.304e-4,6.9996e-3
1,8163,6.204e-4,7.1626e-3
1,8163,8.578e-4,7.0943e-3
1,8163,6.319e-4,6.9168e-3
1,8163,7.729e-4,7.161e-3
1,8163,7.188e-4,6.5544e-3
1,8163,6.968e-4,6.7624e-3
1,8163,7.698e-4,6.5388e-3
1,8163,7.153e-4,7.0505e-3
1,8163,7.688e-4,6.882e-3
1,8163,6.825e-4,6.8015e-3
1,8163,8.499e-4,7.0743e-3
1,8163,7.451e-4,6.797e-3
1,8163,9.631e-4,7.1108e-3
1,8163,6.94e-4,6.6024e-3
1,8163,9.508e-4,7.1793e-3
1,8163,7.413e-4,6.498e-3
1,10612,8.749e-4,9.3747e-3
1,10612,9.958e-4,9.8679e-3
1,10612,1.4964e-3,1.00681e-2
1,10612,1.2023e-3,9.3969e-3
1,10612,1.0506e-3,9.2342e-3
1,10612,1.0807e-3,9.2433e-3
1,10612,1.4166e-3,9.7215e-3
1,10612,1.0246e-3,9.3531e-3
1,10612,1.0198e-3,9.2116e-3
1,10612,1.049e-3,9.2222e-3
1,10612,1.1182e-3,9.5412e-3
1,10612,1.1295e-3,1.06412e-2
1,10612,1.1086e-3,1.0158e-2
1,10612,1.1703e-3,9.6445e-3
1,10612,1.2071e-3,9.2373e-3
1,10612,1.2018e-3,9.9435e-3
1,10612,9.715e-4,2.03603e-2
1,10612,2.2759e-3,2.00284e-2
1,10612,1.4783e-3,1.03974e-2
1,10612,1.1157e-3,9.7864e-3
1,13796,1.1081e-3,1.34895e-2
1,13796,1.2189e-3,1.32043e-2
1,13796,1.3145e-3,1.26703e-2
1,13796,1.1749e-3,1.63086e-2
1,13796,3.062e-3,2.49977e-2
1,13796,1.8482e-3,1.62713e-2
1,13796,1.3653e-3,1.30998e-2
1,13796,1.2941e-3,1.25076e-2
1,13796,1.1458e-3,1.27253e-2
1,13796,1.1286e-3,1.271e-2
1,13796,1.9373e-3,2.61677e-2
1,13796,2.4393e-3,2.1642e-2
1,13796,1.4912e-3,1.33187e-2
1,13796,1.2021e-3,1.2966e-2
1,13796,1.2762e-3,1.28454e-2
1,13796,1.1415e-3,1.31681e-2
1,13796,1.4116e-3,1.3387e-2
1,13796,1.4076e-3,1.28339e-2
1,13796,1.232e-3,1.30827e-2
1,13796,1.2753e-3,1.30698e-2
1,17935,1.7628e-3,1.78742e-2
1,17935,2.0289e-3,1.77005e-2
1,17935,1.8218e-3,1.71228e-2
1,17935,1.747e-3,1.71663e-2
1,17935,1.7808e-3,1.72677e-2
1,17935,1.7282e-3,1.67925e-2
1,17935,1.8046e-3,1.81302e-2
1,17935,1.8472e-3,1.81009e-2
1,17935,1.8601e-3,1.72646e-2
1,17935,1.8296e-3,1.70603e-2
1,17935,1.8708e-3,1.73188e-2
1,17935,1.8201e-3,1.75131e-2
1,17935,1.9035e-3,1.78382e-2
1,17935,1.8536e-3,1.71238e-2
1,17935,1.773e-3,1.74764e-2
1,17935,1.7072e-3,1.75937e-2
1,17935,1.7609e-3,1.98941e-2
1,17935,1.8719e-3,2.31463e-2
1,17935,2.058e-3,3.10633e-2
1,17935,1.8659e-3,2.82616e-2
1,23316,3.2728e-3,2.44312e-2
1,23316,3.1457e-3,3.97933e-2
1,23316,2.4841e-3,2.23362e-2
1,23316,2.1427e-3,2.33811e-2
1,23316,2.4733e-3,2.22667e-2
1,23316,2.1484e-3,2.37336e-2
1,23316,2.2309e-3,2.26949e-2
1,23316,2.2901e-3,2.35345e-2
1,23316,2.2409e-3,2.26346e-2
1,23316,2.4359e-3,2.35523e-2
1,23316,2.2606e-3,2.64719e-2
1,23316,2.2408e-3,2.26655e-2
1,23316,3.1573e-3,2.34021e-2
1,23316,2.1157e-3,3.41111e-2
1,23316,4.2468e-3,3.53465e-2
1,23316,2.372e-3,2.79946e-2
1,23316,3.7208e-3,3.87245e-2
1,23316,2.3638e-3,2.11499e-2
1,23316,2.1256e-3,2.24573e-2
1,23316,2.2223e-3,2.20821e-2
1,30311,2.7051e-3,2.94394e-2
1,30311,2.7447e-3,2.85539e-2
1,30311,2.7741e-3,2.92526e-2
1,30311,2.8944e-3,2.94696e-2
1,30311,2.6662e-3,5.16803e-2
1,30311,4.7307e-3,3.45077e-2
1,30311,2.7241e-3,2.9263e-2
1,30311,2.7385e-3,2.94894e-2
1,30311,2.9063e-3,5.31604e-2
1,30311,2.4973e-3,2.88203e-2
1,30311,2.7987e-3,2.90338e-2
1,30311,2.6615e-3,2.92808e-2
1,30311,2.7876e-3,2.95679e-2
1,30311,3.2514e-3,5.33279e-2
1,30311,2.7494e-3,2.99492e-2
1,30311,2.9064e-3,3.76472e-2
