seed,n,eph,per
13,10000,7.63594e-2,2.0215059
13,10000,4.7389e-2,1.8028216
13,10000,7.46763e-2,1.748476
14,10000,5.06742e-2,1.9580445
14,10000,7.31148e-2,2.2707114
14,10000,5.61992e-2,1.9441744
14,10000,5.12678e-2,2.0586547
14,10000,7.5153e-2,2.2877813
14,10000,7.22048e-2,1.8961849
14,10000,8.66782e-2,2.1253101
14,10000,7.82849e-2,2.314718
14,10000,5.38995e-2,1.9119223
14,10000,5.0031e-2,2.0720907
15,10000,0.1190268,2.3052345
15,10000,5.06643e-2,2.0070681
15,10000,6.56518e-2,2.1683773
15,10000,6.5148e-2,1.8818372
15,10000,5.90338e-2,2.0456974
15,10000,5.26898e-2,2.1674025
15,10000,5.4445e-2,2.0220819
15,10000,4.92216e-2,2.0594919
15,10000,5.08674e-2,2.3215995
15,10000,4.98979e-2,1.9925771
16,10000,4.94233e-2,1.975063
16,10000,5.81746e-2,1.8930425
16,10000,8.38802e-2,1.9332583
16,10000,7.71269e-2,2.0987335
16,10000,5.31495e-2,2.1128945
16,10000,7.62303e-2,2.3883827
16,10000,5.16195e-2,1.9150009
16,10000,8.66461e-2,2.0657679
16,10000,8.40908e-2,1.6521792
16,10000,0.1001707,2.1364345
17,10000,5.0474e-2,1.9465301
17,10000,7.01476e-2,2.0246065
17,10000,7.43859e-2,2.0916048
17,10000,0.1345339,2.2134367
17,10000,7.18997e-2,2.2867052
17,10000,5.76833e-2,2.1010413
17,10000,9.92012e-2,2.119057
17,10000,7.61221e-2,2.2414135
17,10000,8.41551e-2,2.1278517
17,10000,5.0984e-2,2.0185662
18,10000,7.63687e-2,1.9369627
18,10000,4.77112e-2,1.7727157
18,10000,0.1008832,1.9323308
18,10000,7.91193e-2,1.7830892
18,10000,7.2348e-2,1.8393625
18,10000,0.1003082,1.9038644
18,10000,6.79724e-2,1.8529971
18,10000,9.311e-2,1.8950483
18,10000,9.5212e-2,1.9925695
18,10000,9.25446e-2,1.7515474
19,10000,7.71088e-2,2.3550634
19,10000,9.7395e-2,2.3779112
19,10000,5.4024e-2,2.0616654
19,10000,5.35906e-2,2.0381144
19,10000,5.07484e-2,1.9273449
19,10000,8.37314e-2,1.9527169
19,10000,7.76461e-2,2.0215251
19,10000,5.32694e-2,1.9890942
19,10000,5.29078e-2,2.1526874
19,10000,5.16968e-2,2.047596
20,10000,6.70173e-2,1.7503526
20,10000,6.92748e-2,2.014967
20,10000,7.70582e-2,2.0152149
20,10000,4.8456e-2,1.7976394
20,10000,9.28513e-2,2.0797482
20,10000,4.98217e-2,1.888193
20,10000,8.05182e-2,1.952927
20,10000,5.28828e-2,2.102194
20,10000,5.89173e-2,2.0591333
20,10000,4.76468e-2,1.6858239
21,10000,4.68005e-2,1.9817429
21,10000,4.92222e-2,1.9432464
21,10000,5.32154e-2,1.9860025
21,10000,4.79288e-2,1.9675937
21,10000,7.58942e-2,1.6441327
21,10000,0.1102804,2.1097129
21,10000,7.39175e-2,2.1078896
21,10000,5.76537e-2,1.8102855
21,10000,4.97908e-2,1.8254541
21,10000,8.10305e-2,1.8439786
22,10000,8.08028e-2,1.9812539
22,10000,7.9458e-2,1.7304747
22,10000,0.1291433,1.8724078
22,10000,6.74892e-2,2.1035878
22,10000,4.98872e-2,1.6444238
22,10000,0.1083906,1.8349165
22,10000,5.18237e-2,2.0747117
22,10000,5.42976e-2,1.7516024
22,10000,8.43489e-2,1.8861311
22,10000,4.84737e-2,2.0239154
23,10000,5.36965e-2,2.0283175
23,10000,6.53498e-2,1.9115708
23,10000,9.06649e-2,2.0440684
23,10000,8.33877e-2,1.9323984
23,10000,5.07746e-2,2.0150842
23,10000,5.04663e-2,2.1549687
23,10000,5.90131e-2,1.8093796
23,10000,7.16567e-2,2.0066412
23,10000,0.10221,2.0093043
23,10000,6.94798e-2,1.9860114
24,10000,0.1035672,2.3945945
24,10000,7.59377e-2,2.0421585
24,10000,5.43719e-2,2.0250136
24,10000,5.11698e-2,1.9770513
24,10000,5.16006e-2,2.1451358
24,10000,9.29543e-2,2.1645716
24,10000,6.87277e-2,1.929784
24,10000,4.9915e-2,1.8796287
24,10000,5.05694e-2,1.904454
24,10000,5.14881e-2,1.9785238
25,10000,4.6786e-2,1.7039003
25,10000,7.07144e-2,1.9131238
25,10000,9.54765e-2,2.0290484
25,10000,6.45388e-2,1.876867
25,10000,7.77896e-2,1.7912661
25,10000,7.20841e-2,1.7502806
25,10000,4.62497e-2,1.7074419
25,10000,9.91119e-2,2.0255428
25,10000,7.87408e-2,1.9339377
25,10000,6.14355e-2,1.7606748
26,10000,5.33676e-2,1.9709816
26,10000,8.08725e-2,2.2867768
26,10000,4.77316e-2,1.8842727
26,10000,6.15665e-2,2.0811068
26,10000,8.48366e-2,2.1596109
26,10000,8.97329e-2,2.002875
26,10000,6.26077e-2,1.8905728
26,10000,5.17481e-2,2.0733316
26,10000,5.01039e-2,1.9842587
26,10000,6.43864e-2,2.0265589
27,10000,4.84165e-2,1.8141514
27,10000,7.59098e-2,1.7257988
27,10000,4.80693e-2,1.885362
27,10000,9.5094e-2,1.804245
27,10000,8.39444e-2,1.9455162
27,10000,6.4108e-2,1.6689868
27,10000,0.1018437,1.9667215
27,10000,9.84106e-2,1.9023342
27,10000,8.78673e-2,1.9108779
27,10000,9.64129e-2,1.9574528
28,10000,9.64633e-2,1.9247626
28,10000,9.68768e-2,1.8662292
28,10000,7.54199e-2,2.0184806
28,10000,6.95657e-2,1.9098479
28,10000,7.39883e-2,1.9193153
28,10000,0.1293624,1.7991233
28,10000,7.22931e-2,1.9323458
28,10000,7.51737e-2,1.8489279
28,10000,7.65698e-2,1.9180325
28,10000,0.1150752,1.9979902
29,10000,9.64407e-2,2.039023
29,10000,9.14865e-2,1.9487982
29,10000,0.1030013,1.9083925
29,10000,7.73554e-2,1.898881
29,10000,9.02817e-2,1.9847544
29,10000,8.51011e-2,1.8768279
29,10000,7.39957e-2,2.0990873
29,10000,7.18865e-2,1.9168077
29,10000,8.41907e-2,1.8539787
29,10000,7.20245e-2,2.0453648
0,13000,9.6019e-2,2.9549417
0,13000,6.67558e-2,2.4496616
0,13000,6.8965e-2,2.3115809
0,13000,0.1024251,2.7591493
0,13000,9.74519e-2,2.4262892
0,13000,6.27271e-2,2.540646
0,13000,6.46237e-2,2.2222744
0,13000,0.1069055,2.5012232
0,13000,0.1607504,2.7558227
0,13000,6.51784e-2,2.4680208
1,13000,0.1062394,2.3076084
1,13000,9.46221e-2,2.4436249
1,13000,8.62321e-2,2.4559638
1,13000,9.02195e-2,2.7282299
1,13000,8.9176e-2,2.0657729
1,13000,0.1234051,2.9266712
1,13000,9.5589e-2,2.2616449
1,13000,0.1000735,2.8348917
1,13000,0.10884,2.0689491
1,13000,0.1063261,2.8038095
2,13000,9.73924e-2,2.3333366
2,13000,0.1392709,2.8206815
2,13000,8.34739e-2,2.3474801
2,13000,0.1260082,2.913001
2,13000,6.41782e-2,2.5787045
2,13000,6.38808e-2,2.4487053
2,13000,0.107509,2.4396228
2,13000,9.37198e-2,2.7285378
2,13000,6.64235e-2,2.3076297
2,13000,9.27319e-2,2.8003505
3,13000,0.1059182,2.3555285
3,13000,6.59594e-2,2.5331321
3,13000,0.1314395,2.8021922
3,13000,9.58301e-2,2.4472472
3,13000,0.1044888,2.1445192
3,13000,9.89999e-2,2.9198627
3,13000,8.90985e-2,2.4882234
3,13000,9.89234e-2,2.1457803
3,13000,0.1261967,2.7169693
3,13000,9.85289e-2,2.4076446
4,13000,9.87061e-2,2.5183804
4,13000,9.6277e-2,2.6409913
4,13000,6.90296e-2,2.4362643
4,13000,9.51386e-2,2.7144556
4,13000,9.99826e-2,2.6558626
4,13000,6.60568e-2,2.8130077
4,13000,9.8449e-2,2.7870301
4,13000,8.15581e-2,2.6478316
4,13000,9.69222e-2,2.5557175
4,13000,9.89271e-2,2.633255
5,13000,6.72718e-2,2.6815607
5,13000,9.66341e-2,2.8527137
5,13000,0.1301883,2.5317333
5,13000,6.60095e-2,2.8742893
5,13000,0.1025391,2.7217906
5,13000,9.50669e-2,2.3958344
5,13000,0.1163867,3.0474339
5,13000,8.0433e-2,2.6022246
5,13000,6.61031e-2,2.7815127
5,13000,0.1006522,2.5371003
6,13000,0.1056699,2.7862878
6,13000,7.18115e-2,2.5550135
6,13000,0.1181969,2.758861
6,13000,0.102326,2.924142
6,13000,0.100432,2.5990636
6,13000,9.33734e-2,2.6463596
6,13000,0.111672,2.908847
6,13000,7.68103e-2,2.4991266
6,13000,6.93575e-2,2.7195519
6,13000,0.10016,2.9566417
7,13000,6.62842e-2,2.634725
7,13000,8.15094e-2,2.7452956
7,13000,9.18023e-2,2.4889407
7,13000,8.02209e-2,2.7152936
7,13000,9.73331e-2,2.5775256
7,13000,9.12618e-2,2.9823416
7,13000,6.53082e-2,2.7486931
7,13000,0.1019629,2.6689609
7,13000,6.67191e-2,2.5897056
7,13000,9.64295e-2,2.7671676
8,13000,9.32017e-2,2.4958557
8,13000,0.1017709,2.6610481
8,13000,9.73279e-2,2.249168
8,13000,8.85536e-2,2.3407264
8,13000,6.44844e-2,2.5582623
8,13000,0.1001164,2.4993304
8,13000,6.9343e-2,2.8404094
8,13000,0.1195218,2.3599099
8,13000,0.1176013,2.4831071
8,13000,6.41743e-2,2.5590726
9,13000,9.74896e-2,2.9501724
9,13000,9.99209e-2,2.4284851
9,13000,6.58301e-2,2.8018939
9,13000,9.50114e-2,2.6979683
9,13000,0.146693,2.9164428
9,13000,7.12675e-2,2.6136556
9,13000,0.132453,2.675308
9,13000,6.7403e-2,2.5322033
9,13000,0.1107724,2.8262021
9,13000,6.73352e-2,2.6263071
10,13000,0.1340612,2.8535583
10,13000,6.48374e-2,2.8141531
10,13000,9.32065e-2,2.2146129
10,13000,0.1382769,3.007104
10,13000,7.19623e-2,2.8569961
10,13000,7.03679e-2,2.7810493
10,13000,7.4614e-2,2.5776914
10,13000,7.82108e-2,2.665647
10,13000,9.85266e-2,2.5461465
10,13000,0.1164265,2.7384581
11,13000,7.70326e-2,2.8570871
11,13000,0.1263704,2.6950898
11,13000,6.31849e-2,2.8493965
11,13000,6.49501e-2,2.6884028
11,13000,6.54881e-2,2.7355248
11,13000,6.39613e-2,2.8538975
11,13000,6.5724e-2,2.8007586
11,13000,6.54785e-2,2.7156453
11,13000,0.120262,2.7101902
11,13000,0.1025538,2.8643376
12,13000,7.29009e-2,2.7704963
12,13000,9.5656e-2,2.3809661
12,13000,6.76654e-2,2.4459266
12,13000,8.07702e-2,2.3443465
12,13000,9.9715e-2,2.7231261
12,13000,0.1015624,2.6066163
12,13000,8.40614e-2,2.3235113
12,13000,0.1154867,2.7780751
12,13000,6.57848e-2,2.1738753
12,13000,0.1423995,2.7473001
13,13000,7.29192e-2,2.1246549
13,13000,0.1225191,2.724796
13,13000,7.48976e-2,2.4713329
13,13000,0.1111811,2.6102508
13,13000,8.57085e-2,2.5382313
13,13000,9.54081e-2,2.6117634
13,13000,6.2411e-2,2.5830961
13,13000,0.1071179,2.3925404
13,13000,8.48638e-2,2.4810547
13,13000,6.60423e-2,2.2939577
14,13000,9.75054e-2,2.8073226
14,13000,0.1408595,3.2003096
14,13000,9.77377e-2,2.8530532
14,13000,9.83711e-2,2.7922708
14,13000,8.52257e-2,2.8680949
14,13000,0.1623151,3.1498934
14,13000,6.77786e-2,2.8845701
14,13000,6.75369e-2,2.6971563
14,13000,9.68381e-2,2.9038791
14,13000,0.1330819,3.0489097
15,13000,6.74649e-2,3.0573399
15,13000,0.1063359,3.1625863
15,13000,7.02903e-2,2.8500919
15,13000,6.94345e-2,2.8849868
15,13000,7.05528e-2,2.858718
15,13000,0.1035717,3.1742187
15,13000,0.1058618,3.0545746
15,13000,7.03294e-2,2.8879399
15,13000,7.04879e-2,2.7913088
15,13000,7.87529e-2,2.7218982
16,13000,7.47536e-2,2.9759673
16,13000,7.27481e-2,2.6278143
16,13000,9.2608e-2,2.5930458
16,13000,0.1057204,3.0182982
16,13000,0.108227,2.5015581
16,13000,8.98541e-2,2.9206343
16,13000,6.93697e-2,2.8132918
16,13000,0.1104945,2.5954665
16,13000,8.67404e-2,2.5753941
16,13000,0.1020177,2.6668346
17,13000,9.25745e-2,2.7824962
17,13000,9.80052e-2,2.8685453
17,13000,7.13502e-2,2.5812076
17,13000,6.56239e-2,2.5690411
17,13000,8.06819e-2,2.5585357
17,13000,8.38014e-2,2.7289959
17,13000,9.02061e-2,2.4442323
17,13000,9.75194e-2,2.8583149
17,13000,0.1086862,2.6761395
17,13000,9.76577e-2,2.3806775
18,13000,6.37818e-2,2.5764668
18,13000,6.31243e-2,2.5737006
18,13000,6.72681e-2,2.4786781
18,13000,6.55998e-2,2.6796015
18,13000,6.33701e-2,2.3061859
18,13000,6.26576e-2,2.6952145
18,13000,6.89794e-2,2.6765488
18,13000,7.61404e-2,2.7651348
18,13000,6.39143e-2,2.4583048
18,13000,9.35984e-2,2.8222647
19,13000,9.83432e-2,2.6149107
19,13000,6.37998e-2,2.587635
19,13000,6.83749e-2,2.6764294
19,13000,9.82636e-2,2.6300129
19,13000,6.54733e-2,2.7464645
19,13000,7.66629e-2,2.6536817
19,13000,0.1024223,2.6541545
19,13000,7.6506e-2,2.6835659
19,13000,9.70253e-2,2.9549437
19,13000,7.27733e-2,2.7304603
20,13000,8.32498e-2,2.7857019
20,13000,6.46065e-2,2.5920166
20,13000,8.26796e-2,2.7095624
20,13000,9.38593e-2,2.5323915
20,13000,0.1236491,2.4416363
20,13000,0.1126343,2.8320987
20,13000,9.35417e-2,2.4177108
20,13000,6.809e-2,2.6182735
20,13000,7.02846e-2,2.6289528
20,13000,0.1122402,2.4011646
21,13000,0.1269099,2.5470307
21,13000,6.20518e-2,2.4960505
21,13000,0.1326594,2.726892
21,13000,0.1030177,2.6538121
21,13000,9.93098e-2,2.5727238
21,13000,8.22994e-2,2.4978009
21,13000,8.92715e-2,2.4091206
21,13000,9.91236e-2,2.5762834
21,13000,9.54655e-2,2.6710552
21,13000,6.27917e-2,2.4452224
22,13000,7.17861e-2,2.4895022
22,13000,0.1340781,2.8541932
22,13000,9.815e-2,2.3833233
22,13000,6.65355e-2,2.3718866
22,13000,0.1025581,2.9042547
22,13000,6.47722e-2,2.405158
22,13000,6.68049e-2,2.2387113
22,13000,0.111558,2.84928
22,13000,6.36052e-2,2.5313471
22,13000,0.1210521,2.3351987
23,13000,0.1447457,2.8457676
23,13000,9.70429e-2,3.1411142
23,13000,8.49136e-2,2.8591969
23,13000,9.83625e-2,2.7823038
23,13000,9.95466e-2,2.6518922
23,13000,0.1298931,3.0474765
23,13000,0.1387303,2.9696648
23,13000,6.82879e-2,2.7147859
23,13000,0.1146707,2.849992
23,13000,0.1199848,2.5661909
24,13000,0.1696768,3.1412416
24,13000,9.79956e-2,2.8982751
24,13000,7.50406e-2,2.585978
24,13000,6.62582e-2,2.71471
24,13000,0.1236027,2.9044581
24,13000,6.97686e-2,2.9274177
24,13000,7.30844e-2,2.4509615
24,13000,0.1043938,3.0192083
24,13000,9.8739e-2,2.9423774
24,13000,9.20302e-2,2.6607225
25,13000,0.1022567,2.6158538
25,13000,9.30071e-2,2.6071897
25,13000,6.87337e-2,2.6480186
25,13000,9.48673e-2,2.5837138
25,13000,0.1443495,2.6775143
25,13000,6.98816e-2,2.7268744
25,13000,8.34789e-2,2.4345967
25,13000,0.1247405,3.0400085
25,13000,0.1008092,2.4054587
25,13000,6.44234e-2,2.9532721
26,13000,6.448e-2,2.5266868
26,13000,9.88082e-2,2.6617305
26,13000,9.70102e-2,2.8521936
26,13000,7.74888e-2,2.6869494
26,13000,0.1059646,2.5379523
26,13000,0.1069023,3.215711
26,13000,7.29351e-2,2.5513726
26,13000,7.9996e-2,2.4718926
26,13000,0.101456,3.0484355
26,13000,8.08018e-2,2.5999077
27,13000,0.1011614,2.7502194
27,13000,6.98897e-2,2.6415027
27,13000,6.45164e-2,2.5449259
27,13000,7.17318e-2,2.7840799
27,13000,6.86802e-2,2.7497425
27,13000,9.35351e-2,2.7980926
27,13000,9.23922e-2,2.6426494
27,13000,0.116684,2.8642612
27,13000,0.1248755,2.9118793
27,13000,9.25427e-2,2.3259821
28,13000,9.67023e-2,2.9184059
28,13000,7.0284e-2,2.719365
28,13000,6.66254e-2,2.7190034
28,13000,0.1042559,2.7064723
28,13000,0.1162835,2.4298365
28,13000,0.113711,3.2166356
28,13000,6.78853e-2,2.541473
28,13000,6.86952e-2,3.1187953
28,13000,8.37555e-2,2.5704103
28,13000,7.34572e-2,3.0808558
29,13000,7.84729e-2,2.4388779
29,13000,9.64634e-2,3.1334761
29,13000,6.48904e-2,2.651784
29,13000,9.572e-2,2.4927948
29,13000,0.1111088,3.1285984
29,13000,7.88637e-2,2.8369755
29,13000,0.1370007,2.5109847
29,13000,9.82517e-2,3.0671932
29,13000,7.39422e-2,2.5746252
29,13000,0.1092407,2.5632022
0,16900,0.1755676,3.8238149
0,16900,8.70734e-2,3.2535104
0,16900,0.1540705,3.7636969
0,16900,0.1399893,3.450345
0,16900,0.1268126,3.4178462
0,16900,9.51066e-2,3.5989457
0,16900,0.1415559,3.1708581
0,16900,0.115605,3.6786102
0,16900,0.1797124,3.6045573
0,16900,0.1162014,3.6342128
1,16900,0.1200541,3.4750421
1,16900,9.04407e-2,3.3572389
1,16900,0.1870547,3.7182271
1,16900,0.1190124,3.655549
1,16900,0.133836,3.9176716
1,16900,9.3172e-2,3.5401867
1,16900,0.1623691,3.751919
1,16900,0.1565953,3.7192513
1,16900,0.1641672,4.1800704
1,16900,0.1327925,3.9019736
2,16900,8.97413e-2,3.1783261
2,16900,0.1416381,3.4396115
2,16900,0.1357785,3.7538783
2,16900,9.04941e-2,3.625675
2,16900,0.1428886,3.5582666
2,16900,0.1143193,3.4607848
2,16900,0.1534399,3.4645237
2,16900,9.6039e-2,3.9496871
2,16900,0.1566161,3.2868431
2,16900,9.12363e-2,3.459557
3,16900,0.1082294,3.8192722
3,16900,0.1203296,3.769908
3,16900,0.1372733,4.1295241
3,16900,9.06681e-2,3.9006269
3,16900,0.1298862,3.3446354
3,16900,0.1010161,3.6121868
3,16900,9.10458e-2,3.2635323
3,16900,0.1384337,3.9423305
3,16900,0.1345776,3.974466
3,16900,0.1151563,3.5637943
4,16900,9.21138e-2,3.786177
4,16900,0.1211278,3.8472502
4,16900,0.104382,3.6305571
4,16900,9.36808e-2,3.360094
4,16900,0.1429147,3.9063776
4,16900,0.1041464,3.86371
4,16900,0.2086965,3.9043781
4,16900,0.119326,3.878484
4,16900,9.40185e-2,3.5738776
4,16900,0.1602494,3.4921772
5,16900,0.1283188,3.7296143
5,16900,0.1077198,3.7944078
5,16900,0.1324253,3.5412671
5,16900,0.1382906,3.9976333
5,16900,0.1183587,3.9785598
5,16900,9.13237e-2,3.6848814
5,16900,0.194995,4.1929016
5,16900,0.1324577,3.8087996
5,16900,9.10534e-2,3.5098194
5,16900,0.1871535,3.7957981
6,16900,0.1122885,3.741848
6,16900,0.1232321,3.8047446
6,16900,9.26426e-2,3.5875656
6,16900,9.96237e-2,3.5114481
6,16900,8.92102e-2,3.8721435
6,16900,0.1074733,3.6663497
6,16900,0.1236728,3.7302406
6,16900,0.1163884,3.7900696
6,16900,0.1615637,4.0428778
6,16900,0.120247,3.3224489
7,16900,0.1183687,3.8879107
7,16900,0.1255605,3.3708467
7,16900,0.2138788,3.9851596
7,16900,8.89061e-2,3.6723327
7,16900,9.03838e-2,3.1594493
7,16900,0.164218,3.705478
7,16900,0.1197994,3.2216587
7,16900,0.1688794,3.9137678
7,16900,0.1154135,3.1964604
7,16900,0.1313935,3.7474986
8,16900,0.1245973,3.2477367
8,16900,0.1942548,3.8092178
8,16900,0.1222089,3.4482808
8,16900,0.1653855,3.9758641
8,16900,0.1184425,3.2821907
8,16900,0.1310989,3.9173173
8,16900,0.1248411,3.5075013
8,16900,0.1669231,3.9671232
8,16900,0.1600764,3.4278397
8,16900,0.1812191,3.9186128
9,16900,0.1262889,3.1734557
9,16900,0.1341606,3.8854084
9,16900,8.9055e-2,3.2414317
9,16900,0.1666255,3.5797555
9,16900,9.3152e-2,3.6132777
9,16900,8.87459e-2,3.973898
9,16900,8.8392e-2,3.3667643
9,16900,0.1087637,3.529004
9,16900,0.1868941,3.9562414
9,16900,0.1234709,3.317812
10,16900,0.1621859,3.5925418
10,16900,9.34107e-2,3.5426813
10,16900,8.7287e-2,4.0307087
10,16900,0.1001122,3.5494672
10,16900,9.31965e-2,3.9195311
10,16900,8.97843e-2,3.2619111
10,16900,8.57791e-2,3.7216782
10,16900,8.78737e-2,3.2016564
10,16900,0.1600304,3.7513668
10,16900,0.1477168,3.5451143
11,16900,8.93326e-2,3.9080542
11,16900,0.1200282,3.5435631
11,16900,0.1148602,3.667137
11,16900,9.2286e-2,4.0147345
11,16900,0.10928,3.4971693
11,16900,0.2117592,3.8339276
11,16900,0.1180486,3.7157485
11,16900,0.1376718,3.5782726
11,16900,9.08981e-2,3.5037828
11,16900,0.1099628,3.4338469
12,16900,0.1032018,4.0074598
12,16900,9.10781e-2,3.239294
12,16900,0.1076774,3.7973426
12,16900,8.68531e-2,3.2991508
12,16900,0.1191597,3.0660232
12,16900,0.1511554,3.5467183
12,16900,0.1449163,3.597958
12,16900,9.26756e-2,3.5067767
12,16900,0.1013545,3.6016273
12,16900,0.1384109,3.2199339
13,16900,0.1311951,3.2353091
13,16900,0.1868583,3.7349279
13,16900,9.90565e-2,3.9011849
13,16900,0.1199295,3.6237804
13,16900,0.1499226,3.5403332
13,16900,9.81076e-2,3.8081059
13,16900,0.1492504,3.7545569
13,16900,0.1392728,3.7852295
13,16900,8.72826e-2,3.4815448
13,16900,0.1200237,3.4811425
14,16900,8.91929e-2,3.5300838
14,16900,9.88903e-2,3.4068991
14,16900,0.1604227,3.5509299
14,16900,0.1441008,3.8947467
14,16900,0.1356298,3.3627707
14,16900,8.98339e-2,3.5824313
14,16900,8.83276e-2,3.3439323
14,16900,8.82809e-2,3.5499673
14,16900,0.1154505,3.313086
14,16900,0.1186304,3.6119628
15,16900,0.1299763,4.0626692
15,16900,9.2907e-2,3.5682593
15,16900,0.1426462,3.4837753
15,16900,0.1407279,3.6573551
15,16900,9.11533e-2,3.7522795
15,16900,9.75347e-2,3.6309195
15,16900,9.56161e-2,3.7045936
15,16900,9.09583e-2,3.8695756
15,16900,8.87621e-2,3.6912416
15,16900,0.1178969,3.7277214
16,16900,0.1743044,4.066185
16,16900,0.1259322,3.970872
16,16900,9.30757e-2,3.8410191
16,16900,9.45412e-2,3.5882731
16,16900,0.1194767,3.5928005
