seed,n,time
22,650,0.220202
22,650,0.2486241
22,650,0.2550734
22,650,0.2487136
22,650,0.2464404
22,650,0.2226221
22,650,0.2471711
22,650,0.3088025
22,650,0.2424415
22,650,0.2459654
23,650,0.1218437
23,650,0.1572485
23,650,0.1481834
23,650,0.1733155
23,650,0.1228485
23,650,0.1222407
23,650,0.1186591
23,650,0.1521053
23,650,0.1599392
23,650,0.1537198
24,650,0.1938833
24,650,0.177738
24,650,0.2044951
24,650,0.2208904
24,650,0.1862132
24,650,0.1758127
24,650,0.2049971
24,650,0.1917735
24,650,0.1767659
24,650,0.2074939
25,650,0.1656737
25,650,0.1639678
25,650,0.1620426
25,650,0.2008048
25,650,0.2096323
25,650,0.1590345
25,650,0.1850271
25,650,0.1636883
25,650,0.1627486
25,650,0.1916645
26,650,0.1724061
26,650,0.1684751
26,650,0.1446105
26,650,0.1362206
26,650,0.1638
26,650,0.1427937
26,650,0.1393033
26,650,0.1370964
26,650,0.1422042
26,650,0.1669188
27,650,0.144863
27,650,0.1596546
27,650,0.2070346
27,650,0.144538
27,650,0.1447553
27,650,0.2018136
27,650,0.1533972
27,650,0.1523637
27,650,0.1934375
27,650,0.1537742
28,650,0.1582314
28,650,0.1300559
28,650,0.158442
28,650,0.1286372
28,650,0.1878122
28,650,0.1820946
28,650,0.1583315
28,650,0.1297896
28,650,0.1603602
28,650,0.1280458
29,650,0.2673064
29,650,0.1925797
29,650,0.191509
29,650,0.1962607
29,650,0.1989166
29,650,0.2513561
29,650,0.199535
29,650,0.2556046
29,650,0.19161
29,650,0.2295661
0,845,9.72291e-2
0,845,9.7521e-2
0,845,9.69842e-2
0,845,0.1242829
0,845,0.1228132
0,845,9.45072e-2
0,845,9.44109e-2
0,845,9.4691e-2
0,845,0.1019079
0,845,9.86262e-2
1,845,0.290642
1,845,0.3153216
1,845,0.282466
1,845,0.3112443
1,845,0.2633053
1,845,0.2842257
1,845,0.3463857
1,845,0.2941313
1,845,0.2527355
1,845,0.2753249
2,845,0.2301961
2,845,0.256258
2,845,0.2146913
2,845,0.2641815
2,845,0.2106086
2,845,0.2200097
2,845,0.2401518
2,845,0.217884
2,845,0.2159293
2,845,0.215085
3,845,0.7640319
3,845,0.7796033
3,845,0.761597
3,845,0.750576
3,845,0.695741
3,845,0.7464325
3,845,0.7065058
3,845,0.7952254
3,845,0.8401096
3,845,0.7423194
4,845,0.3563274
4,845,0.2970592
4,845,0.2858511
4,845,0.3160372
4,845,0.291014
4,845,0.3190833
4,845,0.3185162
4,845,0.3487358
4,845,0.3219007
4,845,0.3134065
5,845,0.3877049
5,845,0.4244608
5,845,0.3874267
5,845,0.4480382
5,845,0.3921831
5,845,0.3821002
5,845,0.4474272
5,845,0.3805942
5,845,0.4442039
5,845,0.3936281
6,845,0.3012683
6,845,0.252213
6,845,0.2737166
6,845,0.2446926
6,845,0.2938471
6,845,0.26648
6,845,0.2854052
6,845,0.2597001
6,845,0.2667115
6,845,0.2710548
7,845,0.7719932
7,845,0.7344539
7,845,0.6943689
7,845,0.7714998
7,845,0.7681442
7,845,0.7409358
7,845,0.7269638
7,845,0.8085011
7,845,0.7469764
7,845,0.7588306
8,845,0.1970486
8,845,0.1675048
8,845,0.1786857
8,845,0.2224429
8,845,0.1998275
8,845,0.2125742
8,845,0.1668818
8,845,0.1651725
8,845,0.1924032
8,845,0.1656835
9,845,0.2505466
9,845,0.2973193
9,845,0.2890478
9,845,0.2965713
9,845,0.2416284
9,845,0.2419373
9,845,0.243718
9,845,0.2514503
9,845,0.2495205
9,845,0.2520729
10,845,0.3757462
10,845,0.3055675
10,845,0.3384555
10,845,0.3491162
10,845,0.2781457
10,845,0.2844291
10,845,0.3239418
10,845,0.3158506
10,845,0.293658
10,845,0.3353837
11,845,0.1170583
11,845,9.78788e-2
11,845,9.79758e-2
11,845,9.75495e-2
11,845,9.92519e-2
11,845,0.1227336
11,845,9.31799e-2
11,845,9.36967e-2
11,845,9.38044e-2
11,845,9.29797e-2
12,845,0.1674029
12,845,0.1708078
12,845,0.172332
12,845,0.1705353
12,845,0.2157655
12,845,0.1981554
12,845,0.1763417
12,845,0.169795
12,845,0.1980149
12,845,0.1976664
13,845,0.162244
13,845,0.187339
13,845,0.2133183
13,845,0.2283195
13,845,0.1855713
13,845,0.1737106
13,845,0.1615767
13,845,0.2148105
13,845,0.1901222
13,845,0.1660546
14,845,0.1191966
14,845,0.1533197
14,845,0.1116653
14,845,0.1303313
14,845,0.1161224
14,845,0.1163687
14,845,0.1134438
14,845,0.1148901
14,845,0.113441
14,845,0.1434995
15,845,0.1238201
15,845,0.1293211
15,845,0.1259014
15,845,0.1547011
15,845,0.1654385
15,845,0.1820378
15,845,0.152757
15,845,0.1522333
15,845,0.1219834
15,845,0.1280092
16,845,0.3319646
16,845,0.3117919
16,845,0.3155151
16,845,0.2851316
16,845,0.3022642
16,845,0.2671725
16,845,0.3101536
16,845,0.2611522
16,845,0.2763759
16,845,0.2869733
17,845,0.3736917
17,845,0.3670549
17,845,0.4110304
17,845,0.398056
17,845,0.4058181
17,845,0.4493183
17,845,0.4081048
17,845,0.425877
17,845,0.4058015
17,845,0.4011961
18,845,0.35388
18,845,0.4151246
18,845,0.3107924
18,845,0.3630907
18,845,0.3124923
18,845,0.3116357
18,845,0.3553253
18,845,0.3087453
18,845,0.3722607
18,845,0.3419911
19,845,0.1472994
19,845,0.1526131
19,845,0.1530779
19,845,0.1557978
19,845,0.1619825
19,845,0.1988416
19,845,0.1561537
19,845,0.1929104
19,845,0.1917879
19,845,0.1491313
20,845,0.2088485
20,845,0.1883912
20,845,0.1917027
20,845,0.2294769
20,845,0.2085135
20,845,0.1761665
20,845,0.2052227
20,845,0.2019233
20,845,0.2051102
20,845,0.180843
21,845,0.1364492
21,845,0.1333612
21,845,0.1330905
21,845,0.1524572
21,845,0.1792179
21,845,0.159018
21,845,0.132674
21,845,0.1665877
21,845,0.1656562
21,845,0.1428862
22,845,0.5365037
22,845,0.5462629
22,845,0.5177859
22,845,0.5015059
22,845,0.4872144
22,845,0.5436851
22,845,0.486082
22,845,0.5220948
22,845,0.5685374
22,845,0.4774521
23,845,0.1107285
23,845,0.1395803
23,845,0.1126448
23,845,0.1148624
23,845,0.1258318
23,845,0.1155606
23,845,0.1095831
23,845,0.1089778
23,845,0.1388653
23,845,0.1152659
24,845,0.1834276
24,845,0.2045088
24,845,0.1895725
24,845,0.1774664
24,845,0.1998157
24,845,0.1778992
24,845,0.2086626
24,845,0.1939196
24,845,0.1826749
24,845,0.210587
25,845,0.3179421
25,845,0.3309
25,845,0.3358691
25,845,0.3190841
25,845,0.3690543
25,845,0.3130804
25,845,0.3111879
25,845,0.3240181
25,845,0.3874622
25,845,0.3441622
26,845,0.2009479
26,845,0.2072753
26,845,0.2092882
26,845,0.2595948
26,845,0.2063655
26,845,0.2100859
26,845,0.2486256
26,845,0.2046434
26,845,0.2600505
26,845,0.2082981
27,845,0.2361164
27,845,0.2377981
27,845,0.2860939
27,845,0.2297497
27,845,0.3199736
27,845,0.2415512
27,845,0.2672434
27,845,0.2315621
27,845,0.2303765
27,845,0.2273257
28,845,1.0411915
28,845,1.1269021
28,845,1.1533628
28,845,1.1320471
28,845,1.051932
28,845,1.0521439
28,845,1.0453044
28,845,1.0368064
28,845,1.0379218
28,845,1.001863
29,845,0.551722
29,845,0.4866308
29,845,0.5142917
29,845,0.4981748
29,845,0.4866338
29,845,0.5663801
29,845,0.5081832
29,845,0.5738785
29,845,0.5007679
29,845,0.5143204
0,1099,0.6375717
0,1099,0.629184
0,1099,0.5535147
0,1099,0.5621766
0,1099,0.5896617
0,1099,0.6746361
0,1099,0.5585068
0,1099,0.5766503
0,1099,0.624184
0,1099,0.6222142
1,1099,0.6389685
1,1099,0.5840765
1,1099,0.6823119
1,1099,0.6342866
1,1099,0.5791753
1,1099,0.6040215
1,1099,0.5946496
1,1099,0.6114657
1,1099,0.6575133
1,1099,0.6049812
2,1099,0.8866547
2,1099,0.9036482
2,1099,1.0365752
2,1099,0.9838204
2,1099,0.9690228
2,1099,1.1738409
2,1099,1.1676195
2,1099,1.0570106
2,1099,0.9767693
2,1099,0.963711
3,1099,1.0093773
3,1099,0.9495345
3,1099,0.9734585
3,1099,0.9367894
3,1099,0.9341363
3,1099,1.0151267
3,1099,0.9460445
3,1099,1.0093193
3,1099,1.0113735
3,1099,0.9779459
4,1099,0.5716035
4,1099,0.505641
4,1099,0.4818941
4,1099,0.5734004
4,1099,0.518573
4,1099,0.6253548
4,1099,0.5296137
4,1099,0.5642282
4,1099,0.5118207
4,1099,0.5402382
5,1099,0.2353587
5,1099,0.2618421
5,1099,0.2181091
5,1099,0.2558234
5,1099,0.2034609
5,1099,0.279001
5,1099,0.2597245
5,1099,0.2271045
5,1099,0.2217883
5,1099,0.2077802
6,1099,0.3291884
6,1099,0.3243107
6,1099,0.2914326
6,1099,0.3951858
6,1099,0.2695292
6,1099,0.2893289
6,1099,0.330991
6,1099,0.331325
6,1099,0.2931632
6,1099,0.3380071
7,1099,0.2813055
7,1099,0.3127826
7,1099,0.2770103
7,1099,0.2766166
7,1099,0.2991734
7,1099,0.2255759
7,1099,0.2825586
7,1099,0.2698498
7,1099,0.266471
7,1099,0.2626623
8,1099,0.7842934
8,1099,0.7379889
8,1099,0.8928289
8,1099,0.7409563
8,1099,0.8808976
8,1099,0.8191587
8,1099,0.7709504
8,1099,0.780976
8,1099,0.7855447
8,1099,0.7354536
9,1099,0.1924575
9,1099,0.1934314
9,1099,0.1712881
9,1099,0.2422699
9,1099,0.214485
9,1099,0.2161836
9,1099,0.1741235
9,1099,0.1978071
9,1099,0.2049211
9,1099,0.173254
10,1099,2.4762096
10,1099,2.4639833
10,1099,2.5369217
10,1099,2.6730962
10,1099,2.3847913
10,1099,2.4663094
10,1099,2.5023322
10,1099,2.6657557
10,1099,2.5055095
10,1099,2.5705589
11,1099,0.325702
11,1099,0.3198504
11,1099,0.3203519
11,1099,0.2748676
11,1099,0.2751077
11,1099,0.3181618
11,1099,0.3373525
11,1099,0.3066821
11,1099,0.321162
11,1099,0.2738534
12,1099,1.1397099
12,1099,1.0215643
12,1099,1.1405469
12,1099,1.2160198
12,1099,1.1324704
12,1099,1.0813179
12,1099,1.0275978
12,1099,1.0461385
12,1099,1.1056034
12,1099,1.0848668
13,1099,0.5440576
13,1099,0.6094542
13,1099,0.6473408
13,1099,0.5428346
13,1099,0.6689505
13,1099,0.5982083
13,1099,0.7015651
13,1099,0.6059189
13,1099,0.6191724
13,1099,0.6080314
14,1099,0.337326
14,1099,0.2764278
14,1099,0.2919665
14,1099,0.3321229
14,1099,0.2532228
14,1099,0.3006744
14,1099,0.3190357
14,1099,0.2582396
14,1099,0.310828
14,1099,0.3300424
15,1099,0.295564
15,1099,0.3335863
15,1099,0.3535698
15,1099,0.3561442
15,1099,0.3540519
15,1099,0.282542
15,1099,0.2864571
15,1099,0.3096686
15,1099,0.3740163
15,1099,0.3032037
16,1099,0.8056662
16,1099,0.7658624
16,1099,0.7862759
16,1099,0.772826
16,1099,0.6674048
16,1099,0.6802388
16,1099,0.6917618
16,1099,0.8110592
16,1099,0.7951733
16,1099,0.7720872
17,1099,0.9041442
17,1099,0.8344505
17,1099,0.8002115
17,1099,0.901925
17,1099,0.8658167
17,1099,0.7559703
17,1099,0.8500372
17,1099,0.7332925
17,1099,0.8688495
17,1099,0.92263
18,1099,1.0993098
18,1099,1.1361321
18,1099,1.0636713
18,1099,1.1428299
18,1099,1.284768
18,1099,1.238251
18,1099,1.2041973
18,1099,1.1927024
18,1099,1.1302951
18,1099,1.0678225
19,1099,0.3042399
19,1099,0.3433992
19,1099,0.3673678
19,1099,0.3969368
19,1099,0.3340425
19,1099,0.359682
19,1099,0.3286596
19,1099,0.3187987
19,1099,0.3564387
19,1099,0.4034729
20,1099,0.4163365
20,1099,0.4436011
20,1099,0.4780866
20,1099,0.4665664
20,1099,0.4171577
20,1099,0.472894
20,1099,0.4306687
20,1099,0.5388141
20,1099,0.4285175
20,1099,0.4951998
21,1099,0.3581936
21,1099,0.3643572
21,1099,0.401903
21,1099,0.3596233
21,1099,0.417733
21,1099,0.3982237
21,1099,0.3279815
21,1099,0.3759232
21,1099,0.3920132
21,1099,0.3871515
22,1099,0.4792614
22,1099,0.4797615
22,1099,0.4608549
22,1099,0.4599269
22,1099,0.4575371
22,1099,0.4311285
22,1099,0.4634446
22,1099,0.4591745
22,1099,0.528897
22,1099,0.4922663
23,1099,0.3993327
23,1099,0.3503754
23,1099,0.4352686
23,1099,0.3641889
23,1099,0.3516681
23,1099,0.4243887
23,1099,0.4054176
23,1099,0.3701828
23,1099,0.3416241
23,1099,0.375692
24,1099,2.4914368
24,1099,2.2975647
24,1099,2.1777518
24,1099,2.3928281
24,1099,2.2747801
24,1099,2.0948334
24,1099,2.2282627
24,1099,2.4553436
24,1099,2.2914753
24,1099,2.1149753
25,1099,0.2460217
25,1099,0.2781026
25,1099,0.2260589
25,1099,0.2714136
25,1099,0.3023229
25,1099,0.2549918
25,1099,0.2359815
25,1099,0.341946
25,1099,0.2552614
25,1099,0.3435699
26,1099,0.4127471
26,1099,0.4714521
26,1099,0.4280533
26,1099,0.4983429
26,1099,0.4179838
26,1099,0.4774427
26,1099,0.4673121
26,1099,0.4157815
26,1099,0.3963431
26,1099,0.4181662
27,1099,1.3583497
27,1099,1.5075212
27,1099,1.5745219
27,1099,1.2897876
27,1099,1.4967032
27,1099,1.4605266
27,1099,1.3978571
27,1099,1.3543135
27,1099,1.363659
27,1099,1.2824172
28,1099,0.4081536
28,1099,0.4338095
28,1099,0.4213066
28,1099,0.3628785
28,1099,0.3815783
28,1099,0.3994937
28,1099,0.4979296
28,1099,0.4727724
28,1099,0.4220381
28,1099,0.4321885
29,1099,2.3489236
29,1099,2.4767155
29,1099,2.541155
29,1099,2.5161094
29,1099,2.3893393
29,1099,2.5647877
29,1099,2.392937
29,1099,2.5056089
29,1099,2.5910456
29,1099,2.4641821
0,1429,3.3211993
0,1429,3.2355836
0,1429,3.2551318
0,1429,3.1548225
0,1429,3.11476
0,1429,3.3525361
0,1429,3.3962528
0,1429,3.2554612
0,1429,3.2535274
0,1429,3.4956044
1,1429,0.6602471
1,1429,0.5656354
1,1429,0.6111153
1,1429,0.6629248
1,1429,0.6047148
1,1429,0.6288992
1,1429,0.6480152
1,1429,0.6809355
1,1429,0.5990662
1,1429,0.6119331
2,1429,1.8695163
2,1429,1.8558844
2,1429,1.7677073
2,1429,1.7460991
2,1429,1.8259451
2,1429,1.759857
2,1429,1.7822753
2,1429,1.9543146
2,1429,1.8454112
2,1429,1.839964
3,1429,0.7577883
3,1429,0.7730356
3,1429,0.7356034
3,1429,0.8863702
3,1429,0.8055342
3,1429,0.8414269
3,1429,0.8802867
3,1429,0.8028283
3,1429,0.7078686
3,1429,0.7386524
4,1429,0.8110187
4,1429,0.7847149
4,1429,0.7398506
4,1429,0.9603883
4,1429,0.8333536
4,1429,0.8474515
4,1429,0.9920872
4,1429,0.8855452
4,1429,0.8255671
4,1429,0.9453066
5,1429,0.4261159
5,1429,0.4386049
5,1429,0.4998685
5,1429,0.4087662
5,1429,0.3836948
5,1429,0.4137296
5,1429,0.4614545
5,1429,0.468178
5,1429,0.4616925
5,1429,0.3975733
6,1429,0.3787178
6,1429,0.3591615
6,1429,0.430783
6,1429,0.4085261
6,1429,0.3749606
6,1429,0.414317
6,1429,0.3669521
6,1429,0.3994639
6,1429,0.4323284
6,1429,0.3981955
7,1429,1.0989975
7,1429,1.2234566
7,1429,1.2394674
7,1429,1.191863
7,1429,1.2215113
7,1429,1.0208788
7,1429,1.0295977
7,1429,1.1650652
7,1429,1.0939733
7,1429,1.104638
8,1429,0.5430711
8,1429,0.662401
8,1429,0.5347136
8,1429,0.6544205
8,1429,0.6390244
8,1429,0.6015204
8,1429,0.6771981
8,1429,0.5726111
8,1429,0.571751
8,1429,0.6935076
9,1429,0.6294796
9,1429,0.6421761
9,1429,0.6017748
9,1429,0.5897963
9,1429,0.5881443
9,1429,0.7180619
9,1429,0.5816064
9,1429,0.6874969
9,1429,0.6469319
9,1429,0.8117179
10,1429,1.0002792
10,1429,1.0603685
10,1429,1.0790802
10,1429,1.1699225
10,1429,0.9671688
10,1429,0.9908786
10,1429,1.1130321
10,1429,0.974816
10,1429,0.8576241
10,1429,1.0834561
11,1429,0.9519531
11,1429,0.8715508
11,1429,0.9365673
11,1429,0.7642565
11,1429,0.8712768
