seed,n,time
11,1429,0.8349078
11,1429,0.8407373
11,1429,0.78771
11,1429,0.8749371
11,1429,0.9781075
12,1429,4.929312
12,1429,4.7446013
12,1429,4.7265441
12,1429,4.6797075
12,1429,4.7763384
12,1429,4.804213
12,1429,5.1659569
12,1429,4.8668824
12,1429,4.9222637
12,1429,4.8276139
13,1429,1.2520162
13,1429,1.0562977
13,1429,1.2744212
13,1429,1.4554776
13,1429,1.2286288
13,1429,1.1427248
13,1429,1.0486812
13,1429,1.1670076
13,1429,1.1608913
13,1429,1.0708323
14,1429,1.317202
14,1429,1.3951503
14,1429,1.3231491
14,1429,1.3595058
14,1429,1.3385024
14,1429,1.4264815
14,1429,1.2544663
14,1429,1.3964395
14,1429,1.30271
14,1429,1.3678311
15,1429,0.6706044
15,1429,0.638397
15,1429,0.6756661
15,1429,0.7615596
15,1429,0.6809784
15,1429,0.7168789
15,1429,0.6585053
15,1429,0.6711653
15,1429,0.7241904
15,1429,0.6613377
16,1429,1.401967
16,1429,1.3870505
16,1429,1.399049
16,1429,1.4074977
16,1429,1.342331
16,1429,1.3242598
16,1429,1.3550651
16,1429,1.3226888
16,1429,1.5660307
16,1429,1.2160857
17,1429,1.2941951
17,1429,1.2949394
17,1429,1.1821658
17,1429,1.2978501
17,1429,1.2946316
17,1429,1.3547617
17,1429,1.3321345
17,1429,1.2698728
17,1429,1.2229347
17,1429,1.2411773
18,1429,2.4897514
18,1429,2.6852319
18,1429,2.4952062
18,1429,2.47697
18,1429,2.4945398
18,1429,2.5409978
18,1429,2.5342011
18,1429,2.5620975
18,1429,2.6795534
18,1429,2.5363916
19,1429,1.2915939
19,1429,1.313847
19,1429,1.2547115
19,1429,1.3075582
19,1429,1.359708
19,1429,1.2759157
19,1429,1.1786395
19,1429,1.2169455
19,1429,1.3106634
19,1429,1.273283
20,1429,0.7940539
20,1429,0.7936875
20,1429,0.6951492
20,1429,0.7973393
20,1429,0.7417108
20,1429,0.7626429
20,1429,0.8832432
20,1429,0.8536173
20,1429,0.9105774
20,1429,0.8375704
21,1429,0.7311205
21,1429,0.6974168
21,1429,0.6253102
21,1429,0.6787181
21,1429,0.6595528
21,1429,0.6524578
21,1429,0.6087026
21,1429,0.658397
21,1429,0.741188
21,1429,0.6988745
22,1429,1.3145519
22,1429,1.3506547
22,1429,1.1549284
22,1429,1.2720796
22,1429,1.2592303
22,1429,1.2054545
22,1429,1.17774
22,1429,1.2447436
22,1429,1.314916
22,1429,1.250784
23,1429,1.0343247
23,1429,1.0029587
23,1429,1.0305449
23,1429,0.9888277
23,1429,1.0269851
23,1429,0.9744856
23,1429,1.01577
23,1429,1.0662001
23,1429,1.3634465
23,1429,1.1704505
24,1429,1.8336645
24,1429,1.8560898
24,1429,1.8406378
24,1429,1.935105
24,1429,1.7707977
24,1429,1.7927422
24,1429,1.8349116
24,1429,1.9156743
24,1429,1.8641574
24,1429,1.7932694
25,1429,1.2299807
25,1429,1.2012365
25,1429,1.2472777
25,1429,1.1755977
25,1429,1.24348
25,1429,1.2665418
25,1429,1.2780884
25,1429,1.3259243
25,1429,1.1557444
25,1429,1.1719495
26,1429,0.455863
26,1429,0.3976157
26,1429,0.5090807
26,1429,0.5000495
26,1429,0.4436033
26,1429,0.4789216
26,1429,0.4932191
26,1429,0.4761819
26,1429,0.4355506
26,1429,0.4824135
27,1429,3.1646409
27,1429,3.0979268
27,1429,3.1089088
27,1429,2.9850251
27,1429,3.110876
27,1429,2.9961789
27,1429,3.4063735
27,1429,3.0267569
27,1429,3.2146249
27,1429,3.1479837
28,1429,1.8295893
28,1429,1.7946094
28,1429,1.8282029
28,1429,1.8694141
28,1429,1.8028978
28,1429,1.9013508
28,1429,1.9032263
28,1429,1.8849204
28,1429,1.7196488
28,1429,1.7458364
29,1429,2.9153225
29,1429,2.8972872
29,1429,2.8449187
29,1429,2.8736711
29,1429,2.9342292
29,1429,2.9752237
29,1429,2.8358441
29,1429,3.0490692
29,1429,3.2953024
29,1429,2.9052652
0,1858,2.3832916
0,1858,2.3211939
0,1858,2.4172814
0,1858,2.5090219
0,1858,2.223655
0,1858,2.3624733
0,1858,2.4686885
0,1858,2.5012053
0,1858,2.3988445
0,1858,2.4336989
1,1858,1.3229004
1,1858,1.3958535
1,1858,1.5336976
1,1858,1.4997402
1,1858,1.4970885
1,1858,1.3103825
1,1858,1.3353526
1,1858,1.3289812
1,1858,1.2555394
1,1858,1.5532289
2,1858,0.9664556
2,1858,0.9728539
2,1858,1.0049399
2,1858,0.9177575
2,1858,0.8935529
2,1858,1.1028282
2,1858,1.0510598
2,1858,0.9917959
2,1858,0.9966253
2,1858,0.957466
3,1858,2.4051901
3,1858,2.4241297
3,1858,2.3101842
3,1858,2.3263571
3,1858,2.4427546
3,1858,2.4451882
3,1858,2.4759146
3,1858,2.4159815
3,1858,2.3185342
3,1858,2.3751842
4,1858,1.2404936
4,1858,1.1797144
4,1858,1.2246607
4,1858,1.2419216
4,1858,1.2569834
4,1858,1.2965996
4,1858,1.1546562
4,1858,1.3440307
4,1858,1.288631
4,1858,1.3445702
5,1858,1.4636634
5,1858,1.4094271
5,1858,1.4760458
5,1858,1.3472166
5,1858,1.4087387
5,1858,1.4238109
5,1858,1.3820384
5,1858,1.3872046
5,1858,1.605038
5,1858,1.4102506
6,1858,0.8932719
6,1858,0.7998264
6,1858,0.8898827
6,1858,0.9150713
6,1858,0.9003716
6,1858,0.9567382
6,1858,0.9071369
6,1858,0.9333783
6,1858,0.9566952
6,1858,0.8213009
7,1858,0.9988321
7,1858,1.1238544
7,1858,1.0014498
7,1858,1.028823
7,1858,0.9970877
7,1858,1.0099366
7,1858,1.139941
7,1858,1.0832558
7,1858,0.9903104
7,1858,0.9302907
8,1858,1.3554741
8,1858,1.3134854
8,1858,1.4692139
8,1858,1.3530812
8,1858,1.3040229
8,1858,1.253911
8,1858,1.2893331
8,1858,1.4152672
8,1858,1.3520159
8,1858,1.3351322
9,1858,1.7654182
9,1858,1.6729505
9,1858,1.7590026
9,1858,1.6393627
9,1858,1.6755173
9,1858,1.8605284
9,1858,1.7598694
9,1858,1.9402938
9,1858,1.7789538
9,1858,1.7746985
10,1858,3.2911513
10,1858,3.4437117
10,1858,3.4544409
10,1858,3.5943917
10,1858,3.6296776
10,1858,3.6738527
10,1858,3.4645998
10,1858,3.371774
10,1858,3.4804334
10,1858,3.3635962
11,1858,2.9335971
11,1858,2.8602926
11,1858,2.9710366
11,1858,2.875384
11,1858,2.7999732
11,1858,3.012708
11,1858,3.1511073
11,1858,2.9878047
11,1858,3.0220293
11,1858,2.8748298
12,1858,11.6875079
12,1858,12.095281
12,1858,11.5270164
12,1858,11.2028824
12,1858,11.3946792
12,1858,11.133024
12,1858,11.6368087
12,1858,11.3651749
12,1858,11.2880838
12,1858,11.2914272
13,1858,2.0378558
13,1858,1.9364031
13,1858,1.947127
13,1858,1.9857671
13,1858,1.9436227
13,1858,1.9083916
13,1858,1.9150022
13,1858,2.0036485
13,1858,1.9051685
13,1858,1.9473033
14,1858,1.4544709
14,1858,1.3609273
14,1858,1.3763362
14,1858,1.4275707
14,1858,1.3421806
14,1858,1.5330427
14,1858,1.3797962
14,1858,1.3927582
14,1858,1.359312
14,1858,1.2909697
15,1858,1.2666623
15,1858,1.312568
15,1858,1.4241172
15,1858,1.349556
15,1858,1.4156948
15,1858,1.2854545
15,1858,1.2112506
15,1858,1.2911559
15,1858,1.401095
15,1858,1.3277056
16,1858,2.8462067
16,1858,2.6316668
16,1858,2.8178885
16,1858,3.0028381
16,1858,2.914577
16,1858,2.8387274
16,1858,2.8861874
16,1858,2.7354522
16,1858,2.9421397
16,1858,2.8407417
17,1858,3.352838
17,1858,3.4400057
17,1858,3.303541
17,1858,3.350626
17,1858,3.2874102
17,1858,3.5809477
17,1858,3.3659614
17,1858,3.6028607
17,1858,3.3114033
17,1858,3.4852527
18,1858,3.7752823
18,1858,3.8867766
18,1858,3.6791315
18,1858,3.5806433
18,1858,3.9630612
18,1858,3.7533111
18,1858,3.9788397
18,1858,4.0271029
18,1858,3.7303255
18,1858,3.8276735
19,1858,1.9186875
19,1858,1.8161797
19,1858,1.8580983
19,1858,1.7098431
19,1858,1.8250376
19,1858,1.7903807
19,1858,1.9060769
19,1858,1.917755
19,1858,1.7855197
19,1858,1.9169154
20,1858,1.4439212
20,1858,1.3557039
20,1858,1.400362
20,1858,1.2531471
20,1858,1.3165012
20,1858,1.4329991
20,1858,1.307757
20,1858,1.3743674
20,1858,1.5237382
20,1858,1.4311071
21,1858,1.2751122
21,1858,1.1444488
21,1858,1.2895729
21,1858,1.2605325
21,1858,1.1915178
21,1858,1.1985097
21,1858,1.2629209
21,1858,1.2528416
21,1858,1.2014495
21,1858,1.1670637
22,1858,0.8984154
22,1858,1.0995164
22,1858,0.9908351
22,1858,0.9544433
22,1858,0.8694409
22,1858,0.9528114
22,1858,0.9147195
22,1858,0.8646994
22,1858,0.8897725
22,1858,0.8249453
23,1858,1.4936968
23,1858,1.3483701
23,1858,1.5164274
23,1858,1.5064218
23,1858,1.539453
23,1858,1.4871157
23,1858,1.4315931
23,1858,1.5420978
23,1858,1.4560696
23,1858,1.4556104
24,1858,2.1986776
24,1858,2.141999
24,1858,2.0239626
24,1858,2.1663075
24,1858,2.1953295
24,1858,2.2468445
24,1858,2.0944279
24,1858,2.0603165
24,1858,2.1739745
24,1858,2.1618934
25,1858,3.4304491
25,1858,3.1638729
25,1858,3.3204675
25,1858,3.2955803
25,1858,3.1311562
25,1858,3.0806046
25,1858,3.2499208
25,1858,3.1299818
25,1858,2.9547653
25,1858,3.3028697
26,1858,0.8141638
26,1858,0.861626
26,1858,0.9095565
26,1858,0.871777
26,1858,0.7778024
26,1858,0.8422619
26,1858,0.8076455
26,1858,0.9003887
26,1858,0.8334831
26,1858,0.80081
27,1858,8.3176568
27,1858,7.8390654
27,1858,8.0936264
27,1858,7.9323914
27,1858,8.0075078
27,1858,8.1962999
27,1858,7.9982273
27,1858,7.8506639
27,1858,8.025126
27,1858,7.4595408
28,1858,3.309996
28,1858,3.3147097
28,1858,3.3667933
28,1858,3.3315943
28,1858,3.3151768
28,1858,3.1277547
28,1858,3.3591837
28,1858,3.0448423
28,1858,3.2172779
28,1858,3.1765005
29,1858,4.4778745
29,1858,4.1244325
29,1858,4.3405527
29,1858,4.4363263
29,1858,4.6093763
29,1858,4.5786975
29,1858,4.6438438
29,1858,4.509479
29,1858,4.4615193
29,1858,4.2508403
0,2416,4.1833547
0,2416,4.1446771
0,2416,4.3672723
0,2416,4.0709173
0,2416,4.2722725
0,2416,4.1987398
0,2416,4.1494945
0,2416,4.2909011
0,2416,4.0967782
0,2416,4.1290559
1,2416,39.0885109
1,2416,36.966145
1,2416,37.1518553
1,2416,37.6249098
1,2416,37.9672291
1,2416,38.4634095
1,2416,38.4878085
1,2416,37.9419448
1,2416,38.6033658
1,2416,38.382304
2,2416,3.0747919
2,2416,3.0704024
2,2416,3.1223286
2,2416,2.9990745
2,2416,2.9861658
2,2416,3.0407683
2,2416,2.8777463
2,2416,3.0629776
2,2416,2.9785555
2,2416,2.8850516
3,2416,1.8637779
3,2416,1.6928796
3,2416,1.7103414
3,2416,1.7495303
3,2416,1.7217685
3,2416,1.609526
3,2416,1.8059994
3,2416,1.6974901
3,2416,1.8183824
3,2416,1.7422077
4,2416,3.3647052
4,2416,3.3085461
4,2416,3.3714833
4,2416,3.0594636
4,2416,3.403677
4,2416,3.1695311
4,2416,3.1594564
4,2416,3.2221642
4,2416,3.2971525
4,2416,3.2160192
5,2416,3.1206155
5,2416,3.0301112
5,2416,3.194818
5,2416,3.1330676
5,2416,2.8720732
5,2416,3.3242751
5,2416,2.9371777
5,2416,2.9942048
5,2416,3.1926486
5,2416,3.1819805
6,2416,4.4751748
6,2416,4.3205118
6,2416,4.1386844
6,2416,4.0795683
6,2416,4.0236618
6,2416,4.2184228
6,2416,4.1811373
6,2416,4.3428581
6,2416,4.3845349
6,2416,4.5357907
7,2416,3.030961
7,2416,2.9545245
7,2416,2.9794642
7,2416,2.8699401
7,2416,3.0306911
7,2416,3.1294808
7,2416,2.9862348
7,2416,3.2095489
7,2416,3.0548049
7,2416,2.9068629
8,2416,3.6553826
8,2416,3.6173878
8,2416,3.5945227
8,2416,3.6067125
8,2416,3.7380809
8,2416,3.5924241
8,2416,3.8033935
8,2416,3.6713267
8,2416,3.6823391
8,2416,3.6131922
9,2416,6.6030623
9,2416,6.4171127
9,2416,6.4856935
9,2416,6.3869009
9,2416,6.4453237
9,2416,6.2565147
9,2416,6.5027198
9,2416,6.0659164
9,2416,6.3433026
9,2416,6.2667467
10,2416,8.7718788
10,2416,8.9353093
10,2416,8.5188695
10,2416,8.6048423
10,2416,8.5298815
10,2416,8.772017
10,2416,8.7355645
10,2416,8.7020299
10,2416,9.0134959
10,2416,8.9667855
11,2416,14.9259239
11,2416,14.4837116
11,2416,14.6040606
11,2416,13.9612988
11,2416,13.8268336
11,2416,13.9325199
11,2416,13.9731811
11,2416,14.4842048
11,2416,14.3084261
11,2416,13.9267478
12,2416,3.6460323
12,2416,3.7394783
12,2416,3.6403773
12,2416,3.8370777
12,2416,3.6963527
12,2416,3.7618452
12,2416,3.746695
12,2416,3.8487971
12,2416,3.630224
12,2416,3.6989137
13,2416,5.5247499
13,2416,5.4550639
13,2416,5.5147282
13,2416,5.554987
13,2416,5.491959
13,2416,5.4975886
13,2416,5.7832796
13,2416,5.8197357
13,2416,5.7332225
13,2416,5.7087261
14,2416,4.4310906
14,2416,4.2814474
14,2416,4.2123449
14,2416,4.5382992
14,2416,4.3837731
14,2416,4.1268115
14,2416,4.0388951
14,2416,4.6787854
14,2416,4.49198
14,2416,4.6364975
15,2416,31.4779739
15,2416,32.3198095
15,2416,31.4475893
15,2416,31.6289636
15,2416,32.2621714
15,2416,32.7544731
15,2416,32.9418231
15,2416,35.4795151
15,2416,33.2195761
15,2416,32.0873444
16,2416,1.9483904
16,2416,1.9263291
16,2416,1.8826981
16,2416,1.8220895
16,2416,1.9073692
16,2416,1.9563136
16,2416,1.839445
16,2416,1.840153
16,2416,1.7274365
16,2416,1.6479949
17,2416,7.6232784
17,2416,7.7889814
17,2416,7.6022969
17,2416,7.4935795
17,2416,7.6262302
17,2416,7.6670573
17,2416,7.8094736
17,2416,7.4928093
17,2416,7.1393332
17,2416,7.5706073
18,2416,5.0336353
18,2416,5.2122265
18,2416,4.970647
18,2416,5.0864429
18,2416,5.1442045
18,2416,4.9583913
18,2416,4.7249482
18,2416,5.0745051
18,2416,4.8037564
18,2416,5.0570349
19,2416,2.8331463
19,2416,2.986929
19,2416,2.8014397
19,2416,2.708121
19,2416,2.9089162
19,2416,2.809046
19,2416,2.8754543
19,2416,2.6862568
19,2416,2.8152658
19,2416,2.7315102
20,2416,2.0308049
20,2416,2.1079209
20,2416,2.261752
20,2416,2.1275761
20,2416,2.0681193
20,2416,2.0086993
20,2416,2.0731562
20,2416,2.0184784
20,2416,2.1207093
20,2416,2.1001799
21,2416,4.3569983
21,2416,4.3981227
21,2416,4.5950464
21,2416,4.2227846
21,2416,4.4596723
21,2416,4.1233477
21,2416,4.4735673
21,2416,4.2106758
21,2416,4.2959637
21,2416,4.4376197
22,2416,3.1829974
22,2416,3.3240917
22,2416,3.3706431
22,2416,3.3395405
22,2416,3.143375
22,2416,3.1940566
22,2416,3.1838148
22,2416,3.0947048
22,2416,3.3565741
22,2416,3.3258432
23,2416,31.9222256
23,2416,29.9530129
23,2416,30.6923454
23,2416,30.5717525
23,2416,30.6380627
23,2416,30.4128785
23,2416,31.4756536
23,2416,29.9615263
23,2416,29.8973718
23,2416,31.2983341
24,2416,1.8449747
24,2416,1.6466812
24,2416,1.8031735
24,2416,1.7757548
24,2416,1.8450762
24,2416,1.7185936
24,2416,1.835286
24,2416,1.9425544
24,2416,1.7308446
24,2416,1.8032688
25,2416,2.6273768
25,2416,2.6838845
25,2416,2.6831213
25,2416,2.8532222
25,2416,2.5856526
25,2416,2.6310681
25,2416,2.6900161
25,2416,2.5230204
25,2416,2.6211845
25,2416,2.7530553
26,2416,15.2230933
26,2416,14.857803
26,2416,15.2478244
26,2416,14.8462146
26,2416,15.0217435
26,2416,14.9876563
26,2416,15.0706241
26,2416,14.8391057
26,2416,14.4770331
26,2416,14.5348626
27,2416,1.9314407
27,2416,1.9026636
27,2416,1.9115588
27,2416,2.1680179
27,2416,2.1020314
27,2416,1.9840103
27,2416,2.0594791
27,2416,2.3418307
27,2416,2.0872289
27,2416,2.2303255
28,2416,6.1414543
28,2416,6.3753153
28,2416,6.4565048
28,2416,6.3717271
28,2416,6.2273579
28,2416,6.2505968
28,2416,6.1292055
28,2416,6.4693856
28,2416,6.3939388
28,2416,6.5211983
29,2416,2.2153556
29,2416,2.2342582
29,2416,2.350632
29,2416,2.5299043
29,2416,2.1476697
29,2416,2.1375146
29,2416,2.1267351
29,2416,1.9606893
29,2416,2.1863215
29,2416,2.1937868
0,3141,22.832
0,3141,22.5370926
0,3141,22.9513108
0,3141,22.9329189
0,3141,23.5928479
0,3141,23.3873059
0,3141,22.711906
0,3141,23.334769
0,3141,23.1992649
0,3141,23.2448715
1,3141,39.4681687
1,3141,39.3628089
1,3141,38.7871169
1,3141,40.9690509
1,3141,40.3894479
1,3141,39.5149749
1,3141,40.7000303
1,3141,40.9207207
1,3141,40.8767335
1,3141,39.6165168
2,3141,2.9550908
2,3141,2.8570636
2,3141,3.0010823
2,3141,2.8636507
2,3141,2.9971801
2,3141,3.0494229
2,3141,3.0831714
2,3141,2.8686109
2,3141,3.1251663
2,3141,2.9238024
3,3141,4.8811042
3,3141,4.6797407
3,3141,4.6637444
3,3141,4.7747779
3,3141,4.6851948
3,3141,4.8561747
3,3141,4.8603408
3,3141,4.6384206
3,3141,4.8098909
3,3141,4.8868265
4,3141,8.084031
4,3141,7.8426427
4,3141,8.4603483
4,3141,7.8155445
4,3141,7.9263055
4,3141,8.1150986
4,3141,8.0644286
4,3141,7.9901091
4,3141,8.113589
4,3141,8.0031239
5,3141,3.8383443
5,3141,3.6914724
5,3141,3.8818461
5,3141,3.6738945
5,3141,3.6074431
5,3141,3.7694921
5,3141,3.7352876
5,3141,3.8058352
5,3141,3.9539664
5,3141,4.103964
6,3141,6.0895713
6,3141,6.1771506
6,3141,6.1094819
6,3141,6.0055924
6,3141,5.841822
6,3141,5.8629284
6,3141,5.8415324
6,3141,5.8617465
6,3141,5.8361371
6,3141,6.0893718
7,3141,4.4640873
7,3141,4.5203799
7,3141,4.6854292
7,3141,4.2954008
7,3141,4.3316923
7,3141,4.3310515
7,3141,4.4928776
7,3141,4.3756705
7,3141,4.6525553
7,3141,4.7215953
8,3141,4.6445287
8,3141,4.531545
8,3141,4.9066824
8,3141,4.7929405
8,3141,4.6592753
8,3141,4.4877911
8,3141,4.6436212
8,3141,4.7030071
8,3141,4.7835184
8,3141,4.7265458
9,3141,8.1003333
9,3141,8.2157224
9,3141,7.9904709
9,3141,7.9295884
9,3141,7.7718791
9,3141,7.7490689
9,3141,8.4093082
9,3141,8.0430097
9,3141,8.1711837
9,3141,7.8328451
10,3141,17.1613683
10,3141,16.9870631
10,3141,16.7690352
10,3141,17.2863563
10,3141,17.4787859
10,3141,17.6528296
10,3141,16.5795951
10,3141,17.6941765
10,3141,17.5974123
10,3141,17.1100933
11,3141,37.1853834
11,3141,35.3031212
11,3141,35.8916774
11,3141,36.3360028
11,3141,35.594247
11,3141,36.6403694
11,3141,35.5533743
11,3141,35.46437
11,3141,36.3088545
11,3141,36.0424185
12,3141,12.8088106
12,3141,13.1596411
12,3141,12.3548211
12,3141,12.781241
12,3141,12.5399485
12,3141,12.5347141
12,3141,12.7621575
12,3141,12.6619023
12,3141,12.706873
12,3141,12.943538
13,3141,8.0971743
13,3141,8.4586855
13,3141,8.3561
13,3141,8.2000328
13,3141,8.8447633
13,3141,8.5645332
13,3141,8.3285134
13,3141,8.4137506
13,3141,8.5178829
13,3141,8.1151924
14,3141,8.5821314
14,3141,9.1932105
14,3141,9.1997389
14,3141,8.7081841
14,3141,8.956012
14,3141,8.8958732
14,3141,9.0834329
14,3141,8.5930046
14,3141,8.8605843
14,3141,8.8313482
15,3141,125.6245593
15,3141,117.3793476
15,3141,117.2239149
15,3141,115.6642419
15,3141,118.7608901
15,3141,117.6736264
15,3141,121.0273074
15,3141,120.035698
15,3141,119.3339089
15,3141,119.0443948
16,3141,3.3554725
16,3141,3.4086246
16,3141,3.2068401
16,3141,3.299855
16,3141,3.557691
16,3141,3.1787234
16,3141,3.3552721
16,3141,3.4433962
16,3141,3.5792854
16,3141,3.2327066
17,3141,30.1340869
17,3141,27.7760239
17,3141,28.4238999
17,3141,29.411709
17,3141,28.8367461
17,3141,29.6062088
17,3141,29.148891
17,3141,27.8915012
17,3141,28.9671427
17,3141,29.0678493
18,3141,6.7719875
18,3141,6.4445404
18,3141,6.2514324
18,3141,6.6925809
18,3141,6.5318783
18,3141,6.4061248
18,3141,6.3548485
18,3141,6.654833
18,3141,6.2546763
18,3141,6.3367869
19,3141,7.4544805
19,3141,7.1998453
19,3141,6.9711201
19,3141,7.5058761
19,3141,6.8997319
19,3141,7.18261
19,3141,7.1665189
19,3141,7.1574826
19,3141,7.2211674
19,3141,7.2928662
20,3141,5.0540193
20,3141,4.9882893
20,3141,4.7679643
20,3141,4.8253425
20,3141,5.0874364
20,3141,4.9544027
20,3141,5.0911821
20,3141,5.1051668
20,3141,5.1022583
20,3141,4.9633733
21,3141,6.6066253
21,3141,6.6641416
21,3141,6.5280272
21,3141,6.2460738
21,3141,6.3348838
21,3141,6.3630473
21,3141,6.3045839
21,3141,6.7267305
21,3141,6.5756986
21,3141,6.4814016
22,3141,5.5081967
22,3141,5.4730539
22,3141,5.3662111
22,3141,5.4075547
22,3141,5.103905
22,3141,5.3642383
22,3141,5.3636145
22,3141,6.1830869
22,3141,5.3844151
22,3141,5.4395432
23,3141,27.0127019
23,3141,26.7904892
23,3141,27.157101
23,3141,27.3378322
23,3141,27.6291556
23,3141,27.0830055
23,3141,27.9624184
23,3141,27.6637287
23,3141,26.9255271
23,3141,27.2226473
24,3141,8.929025
24,3141,9.0826707
24,3141,9.0374093
24,3141,8.8096854
24,3141,9.0895373
24,3141,9.0964478
24,3141,8.4731663
24,3141,8.6104011
24,3141,8.9511137
24,3141,8.8846217
25,3141,6.1551002
25,3141,6.5385698
25,3141,6.6158363
25,3141,6.4253473
25,3141,6.1185806
25,3141,6.4915631
25,3141,6.1013785
25,3141,6.2131275
25,3141,6.6615304
25,3141,5.7537013
26,3141,44.2654967
26,3141,42.7437343
26,3141,42.7818743
26,3141,42.6530028
26,3141,43.401673
26,3141,43.3563623
26,3141,43.3211269
26,3141,42.3074279
26,3141,44.2834487
26,3141,43.021658
27,3141,3.8215838
27,3141,3.8230299
27,3141,3.5839884
27,3141,3.7961728
27,3141,3.8309197
27,3141,3.5560343
27,3141,3.7456152
27,3141,3.5793094
27,3141,3.6907571
27,3141,3.7113099
28,3141,4.0896658
28,3141,4.2247146
28,3141,4.2860638
28,3141,4.2323569
28,3141,4.442438
28,3141,4.3615037
28,3141,4.1232194
28,3141,4.0802921
28,3141,4.1065162
28,3141,4.1353096
29,3141,5.4117952
29,3141,5.1276953
29,3141,5.1386885
29,3141,5.424897
29,3141,5.6280492
29,3141,5.4784855
29,3141,5.2899495
29,3141,5.3197235
29,3141,5.1359134
29,3141,5.3262253
0,4084,81.1285375
0,4084,82.9926623
0,4084,82.136788
0,4084,83.8289157
0,4084,80.776583
0,4084,84.5580506
0,4084,81.1501206
0,4084,83.5769875
0,4084,81.4901367
0,4084,83.6978866
1,4084,37.1327631
1,4084,36.0915815
1,4084,36.2238119
1,4084,36.9177488
1,4084,36.9444707
1,4084,37.9063972
1,4084,35.766905
1,4084,37.2213277
1,4084,37.0493721
1,4084,36.3851598
2,4084,4.8250009
2,4084,4.6005807
2,4084,4.5315988
2,4084,4.5026866
2,4084,4.5478596
2,4084,4.4270178
2,4084,4.6864881
2,4084,4.5356272
2,4084,4.7213811
2,4084,4.8323444
3,4084,12.1249966
3,4084,12.0777763
3,4084,12.3631569
3,4084,12.1918834
3,4084,11.9048717
3,4084,11.6445438
3,4084,11.611831
3,4084,12.1047196
3,4084,11.7716126
3,4084,11.9672887
4,4084,8.5843095
4,4084,8.4307026
4,4084,8.4666702
4,4084,7.9073362
4,4084,8.3053787
4,4084,8.2492291
4,4084,8.2244469
4,4084,8.3802113
4,4084,8.5296372
4,4084,8.240012
5,4084,7.030461
5,4084,7.3373522
5,4084,7.1418827
5,4084,7.3061637
5,4084,6.7657588
5,4084,7.1361067
5,4084,6.6717395
5,4084,6.9437147
5,4084,7.1220147
5,4084,7.0574785
6,4084,21.6472045
6,4084,19.1870571
6,4084,19.092132
6,4084,19.5166957
6,4084,18.5536457
6,4084,19.4586166
6,4084,18.9008736
6,4084,19.1372696
6,4084,19.7082919
6,4084,18.667889
7,4084,16.2869941
7,4084,15.6717499
7,4084,15.5075077
7,4084,15.768605
7,4084,15.3664141
7,4084,15.7551337
7,4084,16.0885707
7,4084,15.9417943
7,4084,15.2312366
7,4084,15.4869529
8,4084,12.6162833
8,4084,12.5226872
8,4084,12.900132
8,4084,12.8493958
8,4084,13.1842071
8,4084,13.1487399
8,4084,13.2665426
8,4084,13.0921337
8,4084,12.8800205
8,4084,13.2086739
9,4084,22.0719126
9,4084,21.7584818
9,4084,21.9074388
9,4084,21.2357455
9,4084,21.7316114
9,4084,21.3069364
9,4084,21.2661836
9,4084,21.0778383
9,4084,21.9212257
9,4084,21.6823344
10,4084,18.4580442
10,4084,18.3128844
10,4084,18.2319414
10,4084,18.1864543
10,4084,17.8007836
10,4084,18.0896305
10,4084,18.3555482
10,4084,18.2765349
10,4084,18.680426
10,4084,17.8680748
11,4084,30.3843767
11,4084,29.3521992
11,4084,28.6503717
11,4084,29.2405828
11,4084,28.3360995
11,4084,29.1547946
11,4084,30.0647216
11,4084,29.6703941
11,4084,29.782009
11,4084,29.9989058
12,4084,40.1453969
12,4084,39.6746485
12,4084,38.9485787
12,4084,39.1325122
12,4084,38.9853865
12,4084,38.6856259
12,4084,39.6543202
12,4084,38.1125685
12,4084,39.5241327
12,4084,38.8350526
13,4084,17.1284992
13,4084,17.0642648
13,4084,17.0130937
13,4084,17.1166788
13,4084,17.8449379
13,4084,17.496463
13,4084,17.6255591
13,4084,17.7935843
13,4084,17.0871891
13,4084,17.5866357
14,4084,17.1767362
14,4084,17.3786254
14,4084,17.7971887
14,4084,17.5584644
14,4084,17.7022298
14,4084,17.3367683
14,4084,17.3999561
14,4084,16.9097164
14,4084,17.0891351
14,4084,16.6976639
15,4084,181.3323081
15,4084,178.328712
15,4084,180.6815532
15,4084,180.4947482
15,4084,179.4358623
15,4084,182.5881339
15,4084,180.0966583
15,4084,181.4236375
15,4084,178.0810528
15,4084,183.0944561
16,4084,19.6557607
16,4084,18.4542453
16,4084,19.44717
16,4084,19.1095075
16,4084,18.4576148
16,4084,18.9739043
16,4084,18.8903112
16,4084,19.3964245
16,4084,18.6911439
16,4084,19.5170684
17,4084,27.4939108
17,4084,27.3352252
17,4084,28.2409648
17,4084,27.9616282
17,4084,28.1574219
17,4084,27.4972804
17,4084,27.8120057
17,4084,27.9355114
17,4084,28.2357388
17,4084,28.7717126
18,4084,19.3840073
18,4084,18.9471591
18,4084,18.8744533
18,4084,18.4409474
18,4084,18.9390423
18,4084,18.5303932
18,4084,19.171584
18,4084,18.6103334
18,4084,18.9749438
18,4084,18.597381
19,4084,18.1709583
19,4084,17.1340864
19,4084,17.1356757
19,4084,17.3703448
19,4084,17.474112
19,4084,17.5002874
19,4084,17.8381396
19,4084,17.463342
