seed,n,eph,per
9,16900,6.57225e-2,1.913364
9,16900,7.09546e-2,1.8101615
9,16900,9.29563e-2,1.9301157
10,16900,7.06877e-2,1.9624757
10,16900,7.16178e-2,1.743138
10,16900,4.17901e-2,1.7590328
10,16900,4.39798e-2,1.88116
10,16900,6.95858e-2,1.6344189
10,16900,8.72063e-2,2.0287426
10,16900,7.43511e-2,1.6975507
10,16900,6.57681e-2,1.9381243
10,16900,4.65459e-2,1.7625766
10,16900,6.98689e-2,1.8474604
11,16900,5.89393e-2,1.9565161
11,16900,5.06534e-2,1.7725871
11,16900,5.22859e-2,1.6470774
11,16900,6.67972e-2,1.8998727
11,16900,7.25451e-2,2.0105392
11,16900,4.76324e-2,1.722267
11,16900,7.20536e-2,1.8751125
11,16900,7.39831e-2,1.9102528
11,16900,4.34627e-2,1.9209163
11,16900,5.0928e-2,1.6991308
12,16900,4.50602e-2,1.8018158
12,16900,5.41317e-2,1.7648328
12,16900,6.83875e-2,1.8368825
12,16900,5.96717e-2,1.8434369
12,16900,4.59559e-2,2.0171811
12,16900,6.68618e-2,1.9212474
12,16900,4.61301e-2,1.5291071
12,16900,6.44221e-2,1.8261643
12,16900,4.53512e-2,1.7994804
12,16900,4.2611e-2,1.9487501
13,16900,5.76272e-2,1.8023055
13,16900,5.08496e-2,1.652314
13,16900,6.74561e-2,1.9064992
13,16900,4.69316e-2,1.6443326
13,16900,6.04594e-2,1.9356192
13,16900,6.76279e-2,1.9897092
13,16900,5.79394e-2,2.0227352
